"DSC_LIN0"|"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP"|"DSC_OPR_REG0"|"DSC_SLS_TYP_LV1"|"QTY_REGISTRATION"
"Equinox"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"2"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"25"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"46"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"237"
"Montana 1.2"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"8"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Belo horizonte"|"Dealer"|"22"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"17"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"7"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"6"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior mg"|"Dealer"|"12"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"5"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Porto alegre"|"Dealer"|"23"
"Cruze"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Porto alegre"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"5"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"10"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Recife"|"Dealer"|"26"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Belo horizonte"|"Dealer"|"9"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Fortaleza"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Use Company"|"2"
"Cruze"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Parana"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Interior mg"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Porto alegre"|"Dealer"|"7"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"30"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Belem"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"24"
"Tracker"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"156"
"Montana 1.2"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Porto alegre"|"Dealer"|"20"
"Equinox"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"8"
"Spin"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Santa catarina"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"10"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"5"
"Equinox"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"S-10 single cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Espirito santo"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Centro oeste"|"Dealer"|"6"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"15"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"25"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"37"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Espirito santo"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"23"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"9"
"Tracker"|"BRAZIL"|"2023-12-09"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-12-09"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-12-09"|"12"|"PASSENGER"|"Parana"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Sao paulo"|"Use Company"|"1"
"Onix"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"78"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"65"
"Onix"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"6"
"Onix"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"22"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"31"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"7"
"Onix"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Recife"|"Dealer"|"44"
"Onix"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"26"
"Spin"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior mg"|"Dealer"|"9"
"Tracker"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"15"
"S-10 crew cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"17"
"Spin"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Interior mg"|"Dealer"|"17"
"Tracker"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Recife"|"Dealer"|"32"
"Equinox"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Onix"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Recife"|"Dealer"|"30"
"Onix"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Belem"|"Dealer"|"13"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"32"
"Onix"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"20"
"Tracker"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"27"
"Montana 1.2"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"11"
"Onix"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"26"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"19"
"Tracker"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Recife"|"Dealer"|"38"
"Tracker"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"25"
"Tracker"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"4"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Recife"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"30"
"Montana 1.2"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"10"
"Montana 1.2"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"25"
"Onix"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"12"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"38"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"46"
"Onix"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Recife"|"Dealer"|"37"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"11"
"Onix"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"5"
"Onix"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"7"
"Onix"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"41"
"Onix"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"10"
"Tracker"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"6"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"19"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Recife"|"Dealer"|"9"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Interior paulista a"|"Dealer"|"31"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"54"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Belem"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"11"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"9"
"Trailblazer"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Parana"|"Dealer"|"14"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"25"
"Tracker"|"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"15"
"Tracker"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Parana"|"Dealer"|"21"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"15"
"Spin"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"4"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"29"
"Tracker"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"11"
"Tracker"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"22"
"S-10 reg cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"1"
"S-10 reg cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"17"
"Equinox"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Parana"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"4"
"Spin"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Recife"|"Dealer"|"34"
"Onix"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"27"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"10"
"Onix"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Belem"|"Dealer"|"23"
"Tracker"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Belem"|"Dealer"|"19"
"Tracker"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"11"
"Equinox"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Porto alegre"|"Dealer"|"33"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"108"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"25"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"3"
"Bolt"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"25"
"Tracker"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"25"
"Montana 1.2"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"13"
"S-10 crew cab"|"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"6"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"11"
"Onix"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"8"
"Onix"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"20"
"Montana 1.2"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"6"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"8"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"12"
"Tracker"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"9"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"12"
"Tracker"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"28"
"Tracker"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"24"
